client_id,Vehicles_Passed,Time_Of_Day,Day_Of_Week,Traffic_Level
City_1,1141,23,Fri,Medium
City_1,757,15,Fri,High
City_1,1841,11,Tue,High
City_1,1814,3,Thu,Medium
City_1,1596,3,Sat,High
City_1,1838,15,Wed,Medium
City_1,1218,7,Fri,Medium
City_1,615,4,Tue,Medium
City_1,1092,23,Tue,Medium
City_1,1526,18,Thu,Medium
City_1,1178,15,Fri,High
City_1,1071,12,Fri,Medium
City_1,1529,22,Fri,Low
City_1,926,17,Sat,Medium
City_1,1687,0,Sun,Medium
City_1,1894,9,Sun,High
City_1,591,21,Sun,Medium
City_1,1048,15,Sat,High
City_1,1985,10,Mon,Low
City_1,903,2,Sun,Low
City_1,165,7,Sun,Low
City_1,1971,0,Wed,Medium
City_1,813,11,Mon,Low
City_1,178,13,Wed,Low
City_1,214,13,Tue,Medium
City_1,672,4,Thu,Low
City_1,725,13,Thu,Low
City_1,484,12,Wed,Medium
City_1,597,9,Fri,Low
City_1,719,3,Thu,High
City_1,691,11,Thu,Medium
City_1,879,15,Mon,Medium
City_1,1198,21,Thu,High
City_1,752,13,Sat,High
City_1,903,6,Fri,Medium
City_1,1214,18,Sun,Medium
City_1,949,20,Tue,Low
City_1,457,23,Sat,Low
City_1,1251,13,Sat,Low
City_1,308,17,Tue,Medium
City_1,556,0,Thu,Medium
City_1,1902,13,Tue,Low
City_1,1510,7,Fri,Medium
City_1,1367,10,Mon,Medium
City_1,1790,4,Tue,High
City_1,1225,15,Tue,High
City_1,158,0,Sun,Medium
City_1,885,22,Mon,Medium
City_1,498,10,Thu,High
City_1,417,15,Sat,Medium
City_1,1570,16,Sun,High
City_1,1951,15,Wed,Low
City_1,302,12,Tue,Medium
City_1,172,21,Wed,Medium
City_1,1441,10,Sun,Low
City_1,1180,3,Thu,Medium
City_1,908,16,Tue,Low
City_1,903,9,Sun,Low
City_1,1775,21,Fri,Medium
City_1,1544,10,Thu,Low
City_1,1987,7,Sun,High
City_1,157,16,Sat,Medium
City_1,183,20,Sat,Medium
City_1,1906,4,Sat,Medium
City_1,758,4,Sun,High
City_1,365,12,Sun,Medium
City_1,1154,10,Wed,High
City_1,1093,3,Wed,Low
City_1,1818,20,Thu,High
City_1,361,22,Thu,Medium
City_1,1704,11,Sun,Low
City_1,1167,14,Wed,Low
City_1,515,7,Fri,Medium
City_1,1853,2,Thu,Medium
City_1,1691,15,Sat,Medium
City_1,117,12,Wed,Low
City_1,256,9,Sat,High
City_1,1871,3,Fri,Medium
City_1,1028,3,Thu,Low
City_1,1922,15,Tue,Medium
City_1,927,1,Thu,Medium
City_1,1786,6,Sun,Medium
City_1,1615,4,Sat,Medium
City_1,911,18,Mon,Low
City_1,669,6,Sat,High
City_1,1757,19,Thu,Medium
City_1,920,20,Fri,Medium
City_1,684,23,Sun,Low
City_1,1951,9,Fri,Low
City_1,1522,8,Fri,Low
City_1,492,2,Sat,Medium
City_1,1634,14,Sun,High
City_1,119,16,Sat,Low
City_1,118,4,Wed,Medium
City_1,1983,21,Sun,Low
City_1,1627,13,Sat,High
City_1,664,16,Tue,Medium
City_1,1518,3,Sat,Low
City_1,660,7,Thu,Medium
City_1,402,19,Thu,Low
City_1,382,21,Sun,Medium
City_1,769,1,Sun,High
City_1,1150,20,Fri,Medium
City_1,686,9,Mon,High
City_1,1800,7,Mon,High
City_1,426,6,Mon,Medium
City_1,1946,6,Thu,Low
City_1,1294,8,Sat,Low
City_1,1649,20,Mon,Low
City_1,446,13,Tue,Medium
City_1,232,9,Sat,High
City_1,270,23,Sat,High
City_1,1367,2,Sun,Low
City_1,1386,16,Fri,Low
City_1,1538,8,Fri,Medium
City_1,564,7,Mon,High
City_1,339,19,Sat,Low
City_1,756,6,Sat,Medium
City_1,459,0,Mon,Medium
City_1,1798,12,Sat,High
City_1,1720,14,Tue,Medium
City_1,382,1,Tue,High
City_1,446,3,Sun,Low
City_1,440,22,Mon,Low
City_1,1586,13,Mon,High
City_1,897,22,Tue,Low
City_1,1818,6,Fri,High
City_1,231,1,Thu,Low
City_1,771,11,Fri,High
City_1,1087,2,Thu,Low
City_1,1684,18,Wed,Medium
City_1,1301,17,Mon,Medium
City_1,212,12,Sat,Medium
City_1,177,14,Sun,Low
City_1,501,0,Thu,High
City_1,1165,20,Thu,Medium
City_1,566,3,Sun,Medium
City_1,1276,6,Tue,High
City_1,820,11,Sat,Medium
City_1,1762,1,Thu,Medium
City_1,746,12,Fri,Medium
City_1,148,2,Sat,Low
City_1,1707,2,Wed,Medium
City_1,825,3,Fri,Low
City_1,302,13,Fri,Low
City_1,295,1,Tue,Low
City_1,1512,8,Thu,High
City_1,1652,11,Thu,Medium
City_1,1768,20,Thu,Medium
City_1,1085,18,Mon,High
City_1,1101,3,Tue,Medium
City_1,1292,12,Mon,Medium
City_1,626,10,Thu,Medium
City_1,298,0,Sun,Low
City_1,1504,22,Thu,Medium
City_1,1081,1,Thu,Low
City_1,923,14,Sun,High
City_1,1438,10,Thu,Low
City_1,1900,5,Sun,Medium
City_1,1121,9,Fri,Medium
City_1,1722,0,Mon,Low
City_1,1471,18,Sun,Medium
City_1,139,18,Sun,Medium
City_1,1287,9,Mon,Medium
City_1,696,12,Wed,Medium
City_1,1160,22,Mon,High
City_1,1678,3,Sun,Medium
City_1,328,7,Tue,Low
City_1,1475,10,Sun,Medium
City_1,469,19,Thu,Low
City_1,1925,4,Thu,Medium
City_1,1983,7,Wed,High
City_1,1205,15,Mon,Medium
City_1,1272,1,Fri,High
City_1,1585,2,Sun,Low
City_1,1539,11,Sun,High
City_1,164,17,Sat,Medium
City_1,1314,6,Tue,Medium
City_1,1931,21,Sun,Medium
City_1,1089,1,Sun,Low
City_1,505,3,Fri,Low
City_1,736,3,Fri,Medium
City_1,588,21,Sun,Medium
City_1,1807,14,Fri,Low
City_1,1807,20,Fri,Low
City_1,660,20,Wed,Medium
City_1,131,19,Sat,High
City_1,162,15,Wed,Low
City_1,1772,6,Wed,Medium
City_1,493,19,Thu,Medium
City_1,694,10,Tue,Low
City_1,1242,9,Tue,High
City_1,765,10,Tue,Low
City_1,682,3,Fri,Medium
City_1,969,12,Thu,Medium
City_1,537,18,Wed,High
City_1,1445,14,Mon,Low
City_1,1661,15,Fri,Medium
City_1,1686,1,Sun,Medium
City_1,1534,22,Tue,High
City_1,1856,4,Tue,High
City_1,740,17,Thu,Medium
City_1,631,13,Wed,Medium
City_1,1133,17,Mon,Low
City_1,443,23,Fri,Low
City_1,145,7,Sun,Medium
City_1,1794,23,Thu,Medium
City_1,1138,13,Fri,Medium
City_1,1963,18,Sat,Medium
City_1,1854,8,Fri,High
City_1,1868,13,Fri,Medium
City_1,1774,10,Sun,Low
City_1,400,7,Fri,Medium
City_1,1584,10,Fri,Medium
City_1,434,2,Wed,Low
City_1,997,5,Sun,Low
City_1,1547,16,Fri,Medium
City_1,1647,4,Tue,Low
City_1,759,7,Mon,Medium
City_1,1435,21,Wed,Medium
City_1,127,14,Wed,Low
City_1,479,15,Fri,Medium
City_1,1002,5,Mon,High
City_1,1550,11,Fri,Medium
City_1,1856,1,Mon,High
City_1,987,1,Sat,High
City_1,1448,1,Sun,Medium
City_1,1153,16,Wed,Low
City_1,1493,19,Tue,Low
City_1,689,15,Sun,Medium
City_1,1885,6,Fri,Medium
City_1,1081,22,Wed,High
City_1,1952,7,Thu,Medium
City_1,256,22,Tue,Medium
City_1,1943,5,Mon,Medium
City_1,1652,11,Sat,Low
City_1,1841,1,Wed,Low
City_1,839,21,Fri,Medium
City_1,969,7,Mon,Low
City_1,1321,21,Tue,Low
City_1,1252,15,Mon,High
City_1,115,16,Sat,Medium
City_1,606,2,Sun,Medium
City_1,1671,22,Thu,Low
City_1,1064,13,Sat,Low
City_1,1647,12,Sun,Low
City_1,1717,13,Wed,Medium
City_1,298,5,Fri,Medium
City_1,1564,13,Sun,High
City_1,1265,4,Sat,Medium
City_1,1199,17,Thu,Low
City_1,1591,12,Thu,Low
City_1,1114,6,Sun,Medium
City_1,605,17,Fri,Medium
City_1,1587,2,Sat,Low
City_1,1719,9,Mon,Low
City_1,739,13,Thu,Medium
City_1,628,8,Sat,Medium
City_1,787,2,Fri,Medium
City_1,767,0,Fri,Low
City_1,1492,12,Sun,Low
City_1,1407,20,Sun,High
City_1,991,1,Sun,Low
City_1,380,18,Mon,High
City_1,490,0,Tue,Low
City_1,1219,4,Mon,Medium
City_1,431,19,Thu,Medium
City_1,801,20,Fri,Medium
City_1,792,20,Sun,Low
City_1,565,22,Sun,Medium
City_1,603,20,Tue,Medium
City_1,571,6,Tue,Low
City_1,512,23,Sun,Medium
City_1,1338,14,Wed,Medium
City_1,582,16,Mon,Medium
City_1,114,13,Wed,Medium
City_1,1879,16,Thu,High
City_1,1118,6,Sun,Low
City_1,285,11,Mon,Medium
City_1,565,18,Sun,High
City_1,1606,4,Wed,Medium
City_1,776,13,Fri,High
City_1,892,0,Sat,Medium
City_1,1409,8,Fri,Medium
City_1,1183,8,Sat,Medium
City_1,1352,3,Sun,Low
City_1,891,17,Fri,Low
City_1,1627,18,Sun,Medium
City_1,985,17,Sat,Medium
City_1,1864,0,Sun,Medium
City_1,1980,0,Fri,Medium
City_1,407,13,Wed,High
City_1,705,3,Fri,Low
City_1,1958,8,Sat,Medium
City_1,1379,10,Fri,Low
City_1,1131,6,Wed,Medium
City_1,362,23,Sun,High
City_1,629,12,Mon,Medium
City_1,1287,15,Sun,Low
City_1,1044,13,Sat,Low
City_1,1232,17,Tue,Low
City_1,1690,6,Wed,Low
City_1,1972,8,Wed,Medium
City_1,1746,23,Thu,Medium
City_1,343,10,Tue,Medium
City_1,1521,12,Fri,Medium
City_1,525,7,Tue,Low
City_1,1390,19,Wed,Medium
City_1,714,14,Fri,Medium
City_1,105,10,Mon,Low
City_1,1947,1,Thu,Medium
City_1,597,20,Wed,Medium
City_1,1762,2,Tue,Medium
City_1,1724,21,Tue,Low
City_1,449,16,Tue,Medium
City_1,462,17,Sun,Low
City_1,930,13,Wed,Medium
City_1,232,13,Mon,High
City_1,394,11,Fri,Medium
City_1,1944,2,Sat,Medium
City_1,1934,17,Sun,Low
City_1,890,23,Tue,Medium
City_1,1107,11,Wed,Low
City_1,1209,2,Wed,Low
City_1,812,18,Mon,Low
City_1,995,10,Tue,High
City_1,855,0,Mon,Medium
City_1,698,1,Wed,Medium
City_1,1242,19,Thu,Low
City_1,1746,4,Sat,High
City_1,1640,14,Sun,Low
City_1,1589,10,Tue,High
City_1,911,21,Tue,High
City_1,913,5,Tue,Medium
City_1,1534,19,Sat,High
City_1,1967,15,Wed,Low
City_1,1500,19,Fri,Low
City_1,1034,20,Thu,Low
City_1,490,18,Wed,Medium
City_1,1352,16,Wed,High
City_1,751,12,Wed,Medium
City_1,304,5,Tue,Low
City_1,377,5,Thu,Low
City_1,1206,2,Tue,Low
City_1,491,4,Thu,Medium
City_1,1750,17,Wed,Medium
City_1,1842,20,Wed,Medium
City_1,1415,15,Tue,Low
City_1,783,3,Thu,Low
City_1,716,11,Tue,High
City_1,1111,1,Fri,High
City_1,647,3,Wed,Medium
City_1,520,23,Mon,High
City_1,1908,18,Wed,Medium
City_1,1528,16,Sat,Low
City_1,1854,13,Thu,Low
City_1,953,1,Thu,High
City_1,1434,21,Mon,Medium
City_1,244,5,Wed,Medium
City_1,1259,0,Tue,Medium
City_1,1507,13,Wed,Medium
City_1,539,8,Sun,Medium
City_1,1042,5,Tue,Low
City_1,1084,22,Tue,Medium
City_1,421,18,Sat,Medium
City_1,1356,7,Tue,Low
City_1,1886,7,Sun,Medium
City_1,1673,1,Fri,Medium
City_1,1398,8,Tue,Medium
City_1,161,18,Sat,Medium
City_1,215,23,Mon,Medium
City_1,805,21,Sat,Medium
City_1,405,8,Sat,Low
City_1,972,8,Wed,High
City_1,1720,6,Thu,Medium
City_1,446,16,Thu,Medium
City_1,509,2,Mon,High
City_1,1491,7,Sun,Medium
City_1,1046,15,Tue,Medium
City_1,1973,13,Fri,Medium
City_1,1336,0,Thu,Medium
City_1,225,10,Tue,High
City_1,601,18,Fri,Medium
City_1,1469,22,Sat,Medium
City_1,1920,12,Wed,Low
City_1,593,0,Fri,Low
City_1,1402,5,Sun,Medium
City_1,1477,13,Fri,Low
City_1,1978,9,Sun,Medium
City_1,623,9,Tue,Medium
City_1,1983,5,Sat,Medium
City_1,274,0,Wed,High
City_1,1136,7,Tue,Medium
City_1,1978,17,Thu,Low
City_1,1801,19,Tue,High
City_1,1436,3,Mon,High
City_1,1002,10,Fri,Low
City_1,481,23,Sat,Medium
City_1,608,19,Sun,Low
City_1,1162,23,Wed,Medium
City_1,268,14,Tue,High
City_1,761,4,Sun,Medium
City_1,674,14,Wed,Medium
City_1,1707,18,Sun,Low
City_1,968,9,Sat,Low
City_1,412,21,Thu,Low
City_1,186,6,Sun,High
City_1,1963,16,Mon,Medium
City_1,1007,2,Thu,Low
City_1,1717,9,Sun,Low
City_1,516,18,Tue,Medium
City_1,371,7,Wed,Low
City_1,1553,10,Fri,Low
City_1,1375,10,Sat,Medium
City_1,693,9,Sat,High
City_1,1552,14,Fri,Medium
City_1,1695,1,Fri,High
City_1,1550,12,Sun,Medium
City_1,313,14,Fri,Low
City_1,817,9,Tue,Medium
City_1,1170,2,Tue,Low
City_1,770,7,Wed,Medium
City_1,1145,4,Sun,High
City_1,432,1,Tue,Medium
City_1,1421,23,Fri,Medium
City_1,1808,4,Sun,Medium
City_1,995,14,Sat,Low
City_1,1578,1,Sat,Medium
City_1,141,0,Wed,High
City_1,670,18,Wed,Medium
City_1,998,6,Wed,Medium
City_1,882,18,Thu,Medium
City_1,1658,10,Wed,Low
City_1,773,6,Wed,Medium
City_1,783,22,Wed,Medium
City_1,634,5,Tue,Medium
City_1,1496,7,Fri,High
City_1,1913,5,Sun,Medium
City_1,1231,23,Thu,Low
City_1,601,18,Mon,High
City_1,1859,20,Sun,High
City_1,1453,18,Tue,Low
City_1,110,19,Sat,Medium
City_1,1063,14,Thu,Low
City_1,925,9,Sat,Medium
City_1,1829,20,Fri,Low
City_1,1112,18,Sun,High
City_1,491,21,Sun,Medium
City_1,572,19,Mon,Low
City_1,790,11,Fri,Medium
City_1,1313,17,Tue,Medium
City_1,1262,22,Sat,High
City_1,222,13,Mon,Medium
City_1,424,22,Thu,Medium
City_1,1947,12,Tue,Medium
City_1,583,15,Sun,Low
City_1,1590,20,Wed,Low
City_1,369,4,Tue,Medium
City_1,1814,0,Fri,Medium
City_1,159,8,Fri,Medium
City_1,344,19,Thu,Medium
City_1,1006,23,Tue,High
City_1,188,4,Sat,Medium
City_1,507,14,Thu,Low
City_1,1102,20,Sat,Medium
City_1,427,11,Sat,Medium
City_1,722,7,Sun,Low
City_1,586,16,Thu,Medium
City_1,245,14,Sun,Medium
City_1,1958,18,Sun,Low
City_1,729,16,Sun,Low
City_1,356,10,Sat,Medium
City_1,1559,15,Sat,Medium
City_1,207,18,Fri,Low
City_1,259,3,Mon,Low
City_1,1172,4,Sun,Low
City_1,282,18,Sun,Medium
City_1,707,10,Tue,Medium
City_1,1312,2,Wed,Medium
City_1,900,8,Sat,High
City_1,1591,5,Mon,Low
City_1,1067,22,Tue,Medium
City_1,100,13,Tue,Low
City_1,993,9,Thu,Low
City_1,1652,13,Fri,High
City_1,333,8,Fri,Low
City_1,583,5,Sat,Low
City_1,1931,4,Tue,Medium
City_1,1527,19,Wed,Medium
City_1,1329,5,Sat,Low
City_1,1350,22,Sat,Medium
City_1,991,20,Tue,Medium
City_1,451,22,Thu,Low
City_1,565,5,Tue,High
City_1,1918,3,Thu,Low
City_1,1122,9,Sun,High
City_1,239,10,Mon,Medium
City_1,1126,18,Sat,Medium
City_1,1905,19,Sat,High
City_1,1027,14,Thu,Low
City_1,1142,4,Thu,Medium
City_1,909,16,Sun,Medium
City_1,587,9,Thu,High
City_1,627,8,Tue,Medium
City_1,1593,13,Fri,Medium
City_1,1659,18,Wed,Low
City_1,1675,13,Sun,Medium
City_1,117,11,Sat,High
City_1,288,11,Tue,Medium
City_1,1769,23,Wed,Medium
City_1,473,15,Tue,Low
City_1,840,20,Fri,Medium
City_1,1993,2,Mon,Medium
City_1,1079,3,Thu,Medium
City_1,470,3,Sun,Low
City_1,1419,7,Tue,Medium
City_1,647,23,Mon,Low
City_1,673,13,Thu,Medium
City_1,1395,16,Tue,High
City_1,1074,1,Wed,Medium
City_1,1596,18,Thu,Medium
City_1,1357,15,Sat,Medium
City_1,677,17,Fri,High
City_1,856,19,Wed,Low
City_1,1619,4,Mon,Low
City_1,1273,5,Mon,Low
City_1,1121,3,Tue,Medium
City_1,916,10,Wed,Low
City_1,1358,9,Fri,Medium
City_1,1759,14,Thu,Low
City_1,467,11,Thu,Medium
City_1,671,20,Sat,Low
City_1,378,23,Fri,Medium
City_1,1708,21,Sun,Medium
City_1,1460,8,Sat,Low
City_1,1965,8,Thu,Low
City_1,1541,18,Mon,Medium
City_1,1395,17,Tue,Medium
City_1,1360,21,Thu,Low
City_1,648,8,Sat,Medium
City_1,1439,9,Sat,Medium
City_1,483,1,Sun,High
City_1,540,18,Wed,Medium
City_1,355,10,Sat,Low
City_1,1954,6,Sun,Low
City_1,130,23,Sun,High
City_1,385,3,Tue,Low
City_1,355,17,Thu,Low
City_1,1797,20,Sat,Medium
City_1,818,11,Tue,Medium
City_1,1160,10,Fri,Medium
City_1,100,16,Sun,Medium
City_1,861,10,Wed,Low
City_1,718,14,Sat,Medium
City_1,1613,6,Tue,High
City_1,448,20,Sun,Low
City_1,623,19,Mon,Low
City_1,332,22,Sat,Medium
City_1,1730,19,Tue,Low
City_1,463,22,Fri,Medium
City_1,1868,19,Thu,Medium
City_1,804,12,Sat,Medium
City_1,960,22,Fri,Medium
City_1,1543,1,Sat,Medium
City_1,1474,19,Fri,Low
City_1,390,17,Mon,Low
City_1,963,23,Wed,Medium
City_1,784,0,Wed,Medium
City_1,1450,1,Wed,Medium
City_1,1613,4,Fri,Medium
City_1,1724,4,Sun,High
City_1,103,13,Mon,Medium
City_1,1843,8,Tue,Medium
City_1,1339,15,Fri,Low
City_1,227,5,Sat,Medium
City_1,873,17,Sat,High
City_1,677,16,Thu,Low
City_1,1520,3,Fri,Low
City_1,642,22,Sun,Medium
City_1,1182,9,Mon,Low
City_1,1469,12,Fri,Low
City_1,423,22,Wed,High
City_1,620,14,Fri,Low
City_1,502,10,Mon,Medium
City_1,1150,12,Mon,Low
City_1,620,9,Thu,High
City_1,1367,12,Wed,Low
City_1,1088,21,Mon,Medium
City_1,1014,5,Sun,Low
City_1,498,21,Wed,Medium
City_1,723,13,Fri,Medium
City_1,663,1,Mon,Medium
City_1,136,13,Fri,Medium
City_1,1300,8,Wed,High
City_1,204,15,Tue,Low
City_1,1660,2,Sat,High
City_1,250,0,Sat,Medium
City_1,551,15,Wed,Medium
City_1,461,10,Sun,Medium
City_1,1252,0,Mon,Medium
City_1,1064,6,Mon,Medium
City_1,1996,3,Thu,Medium
City_1,494,4,Thu,Medium
City_1,263,12,Sat,High
City_1,871,3,Mon,High
City_1,457,3,Thu,Medium
City_1,1996,13,Thu,Medium
City_1,353,12,Mon,Medium
City_1,1219,6,Mon,Medium
City_1,1064,23,Sat,Medium
City_1,1376,12,Sun,Medium
City_1,838,5,Mon,Medium
City_1,1040,12,Sat,Medium
City_1,1757,7,Sat,Low
City_1,1482,22,Thu,Medium
City_1,1185,12,Thu,Low
City_1,1229,6,Fri,Low
City_1,255,21,Sat,Low
City_1,1806,9,Thu,Medium
City_1,554,9,Thu,Medium
City_1,1731,21,Thu,Medium
City_1,361,8,Thu,Low
City_1,650,17,Sat,Low
City_2,264,21,Fri,Medium
City_2,1394,18,Mon,High
City_2,764,13,Fri,Low
City_2,172,16,Fri,High
City_2,534,12,Mon,High
City_2,456,7,Tue,Low
City_2,1689,0,Sun,High
City_2,1564,8,Sat,High
City_2,1725,19,Tue,Medium
City_2,1638,1,Sat,High
City_2,452,10,Thu,Low
City_2,1882,15,Tue,Medium
City_2,1623,15,Fri,High
City_2,1812,6,Sun,Medium
City_2,716,3,Tue,Low
City_2,673,17,Sat,Medium
City_2,1232,18,Wed,Medium
City_2,805,22,Sat,High
City_2,522,3,Fri,Medium
City_2,1982,15,Mon,Medium
City_2,309,2,Mon,High
City_2,258,4,Tue,Medium
City_2,1577,14,Tue,High
City_2,635,12,Mon,High
City_2,916,17,Mon,High
City_2,1897,16,Thu,Low
City_2,209,19,Sat,High
City_2,999,9,Thu,Medium
City_2,1176,2,Tue,Low
City_2,199,0,Sat,Medium
City_2,1906,9,Thu,High
City_2,659,20,Wed,Medium
City_2,1814,16,Tue,Medium
City_2,1982,18,Fri,Medium
City_2,148,9,Sun,Medium
City_2,888,21,Tue,Medium
City_2,533,11,Sun,High
City_2,1975,5,Tue,High
City_2,1863,11,Mon,Low
City_2,1779,0,Thu,Low
City_2,1572,19,Sun,Medium
City_2,1429,12,Tue,Medium
City_2,539,6,Mon,Medium
City_2,511,17,Thu,Low
City_2,155,11,Thu,Medium
City_2,645,13,Thu,Low
City_2,1202,16,Wed,High
City_2,638,16,Sun,Low
City_2,405,22,Thu,Medium
City_2,1989,18,Wed,Medium
City_2,487,4,Wed,High
City_2,1647,8,Sat,Medium
City_2,865,0,Thu,Medium
City_2,195,20,Thu,Low
City_2,226,18,Sat,Low
City_2,1763,3,Sun,Low
City_2,1490,11,Thu,Low
City_2,190,12,Sat,High
City_2,864,15,Sun,High
City_2,477,13,Mon,Medium
City_2,1883,6,Thu,Low
City_2,1681,18,Wed,Medium
City_2,1936,9,Sun,Medium
City_2,1155,7,Mon,Medium
City_2,558,19,Tue,Medium
City_2,1463,13,Thu,Medium
City_2,170,10,Thu,High
City_2,1450,0,Sun,Medium
City_2,825,23,Fri,High
City_2,533,2,Tue,High
City_2,819,13,Wed,Low
City_2,1094,22,Sun,Medium
City_2,1158,14,Sun,High
City_2,870,5,Sun,Medium
City_2,613,17,Sat,Low
City_2,616,13,Mon,High
City_2,1773,8,Thu,Medium
City_2,900,23,Tue,High
City_2,1636,0,Mon,Medium
City_2,1593,11,Sun,High
City_2,1207,3,Tue,Medium
City_2,1764,5,Sat,Medium
City_2,1421,6,Sun,Medium
City_2,473,11,Sun,High
City_2,556,2,Thu,High
City_2,1987,13,Sat,Medium
City_2,1983,7,Wed,Medium
City_2,985,4,Fri,High
City_2,672,22,Thu,Medium
City_2,1132,13,Sat,Medium
City_2,1815,7,Sat,Medium
City_2,1044,9,Sat,Medium
City_2,1241,1,Thu,Low
City_2,1608,22,Tue,High
City_2,1326,4,Sun,Medium
City_2,193,9,Sun,High
City_2,343,4,Fri,Low
City_2,1142,4,Fri,Low
City_2,395,12,Fri,High
City_2,1717,23,Mon,High
City_2,1649,16,Thu,Medium
City_2,628,12,Sat,Medium
City_2,163,5,Thu,Medium
City_2,660,20,Wed,High
City_2,1820,5,Fri,High
City_2,780,15,Fri,Medium
City_2,925,3,Fri,Medium
City_2,519,14,Thu,Medium
City_2,796,4,Sun,Medium
City_2,1986,7,Mon,Medium
City_2,1828,14,Wed,High
City_2,1421,23,Fri,High
City_2,1866,22,Mon,Low
City_2,1918,8,Sun,Low
City_2,650,14,Sun,Medium
City_2,1183,7,Thu,Medium
City_2,1335,12,Sun,Low
City_2,1844,12,Thu,Medium
City_2,1955,21,Thu,High
City_2,1652,7,Wed,Medium
City_2,696,15,Fri,Low
City_2,1575,5,Tue,Medium
City_2,1196,12,Mon,Low
City_2,492,5,Wed,Medium
City_2,1482,10,Mon,Low
City_2,494,2,Fri,High
City_2,1066,11,Sun,Medium
City_2,720,17,Tue,Low
City_2,561,10,Wed,Medium
City_2,1690,11,Wed,Low
City_2,613,3,Tue,Medium
City_2,1954,13,Tue,Medium
City_2,1165,4,Wed,Medium
City_2,716,15,Tue,Medium
City_2,1394,13,Mon,Low
City_2,1981,4,Sun,Low
City_2,856,20,Thu,Low
City_2,1784,21,Sun,Medium
City_2,898,16,Sun,Medium
City_2,737,18,Thu,High
City_2,496,1,Sat,Low
City_2,1823,10,Fri,High
City_2,710,0,Wed,Medium
City_2,1031,6,Fri,High
City_2,501,11,Thu,Low
City_2,1769,18,Tue,Low
City_2,562,2,Mon,Low
City_2,1025,18,Fri,Medium
City_2,399,14,Mon,Medium
City_2,1944,15,Sun,Low
City_2,1231,16,Wed,Medium
City_2,1957,1,Mon,High
City_2,537,0,Tue,Medium
City_2,1906,20,Sun,Medium
City_2,344,1,Sat,Medium
City_2,236,1,Tue,Medium
City_2,1612,7,Tue,Low
City_2,1827,11,Fri,High
City_2,1139,13,Thu,High
City_2,843,3,Sat,Medium
City_2,791,18,Tue,High
City_2,1646,7,Thu,Low
City_2,901,12,Wed,Medium
City_2,355,23,Fri,Medium
City_2,889,20,Thu,High
City_2,1393,14,Mon,Medium
City_2,1322,11,Wed,Medium
City_2,1648,10,Mon,High
City_2,1285,12,Fri,Low
City_2,1686,22,Mon,Medium
City_2,511,7,Sun,Medium
City_2,315,15,Fri,High
City_2,1717,13,Sat,Medium
City_2,1874,2,Sat,High
City_2,506,17,Sat,Medium
City_2,1631,9,Thu,Low
City_2,875,16,Mon,Low
City_2,305,4,Mon,Medium
City_2,1469,15,Wed,Low
City_2,1218,6,Thu,Medium
City_2,1749,17,Fri,Low
City_2,1201,3,Sun,High
City_2,209,6,Mon,Low
City_2,470,16,Tue,High
City_2,1145,17,Mon,Low
City_2,1613,3,Sat,Medium
City_2,1774,20,Mon,Medium
City_2,691,9,Sun,High
City_2,540,1,Mon,Medium
City_2,1511,13,Thu,Medium
City_2,581,2,Fri,Medium
City_2,1774,11,Fri,Medium
City_2,1200,3,Sat,Medium
City_2,869,7,Sat,Low
City_2,376,20,Thu,Low
City_2,1224,21,Tue,Low
City_2,1710,10,Fri,Low
City_2,851,4,Sat,High
City_2,1912,23,Tue,Medium
City_2,1135,15,Wed,Low
City_2,577,14,Wed,Medium
City_2,1054,8,Thu,Medium
City_2,1750,13,Sat,Medium
City_2,1115,2,Sun,Medium
City_2,1235,13,Mon,Medium
City_2,430,12,Wed,Low
City_2,679,13,Fri,High
City_2,1571,13,Sun,High
City_2,549,9,Wed,Medium
City_2,397,7,Sat,Low
City_2,684,21,Mon,High
City_2,1734,13,Sat,Medium
City_2,328,19,Fri,Medium
City_2,594,20,Sun,Low
City_2,1194,12,Fri,Medium
City_2,431,3,Tue,Medium
City_2,1385,4,Mon,Medium
City_2,416,8,Tue,Low
City_2,450,15,Wed,Medium
City_2,970,3,Sat,Medium
City_2,836,3,Sat,High
City_2,378,15,Thu,Medium
City_2,1805,9,Thu,Medium
City_2,1136,20,Mon,Medium
City_2,570,15,Fri,Medium
City_2,701,6,Sun,High
City_2,379,20,Tue,Medium
City_2,397,19,Mon,Medium
City_2,1783,5,Tue,Medium
City_2,1887,8,Mon,High
City_2,1806,13,Mon,Low
City_2,790,4,Sat,Low
City_2,1906,23,Sat,Low
City_2,861,6,Sat,Medium
City_2,650,19,Sat,High
City_2,768,12,Tue,Low
City_2,300,21,Wed,Medium
City_2,1361,20,Mon,High
City_2,1356,4,Thu,Low
City_2,1885,12,Mon,High
City_2,1887,6,Sat,High
City_2,301,0,Wed,Medium
City_2,256,20,Fri,Medium
City_2,1295,22,Fri,Medium
City_2,262,23,Mon,Medium
City_2,489,16,Thu,Medium
City_2,1120,8,Sun,High
City_2,460,21,Fri,Medium
City_2,867,16,Fri,Medium
City_2,1597,5,Thu,Low
City_2,1041,12,Mon,Low
City_2,1617,3,Fri,High
City_2,165,15,Wed,High
City_2,222,6,Wed,High
City_2,1825,15,Thu,High
City_2,1610,12,Fri,Medium
City_2,936,21,Sat,Low
City_2,1563,17,Sun,Low
City_2,1729,12,Tue,Medium
