client_id,Source_IP_Encoded,Bytes_Sent,Protocol_Type,Session_Length_sec,Intrusion
Network_1,890291,88457,TCP,178,0
Network_1,291484,35046,TCP,174,0
Network_1,139066,55430,ICMP,510,0
Network_1,386706,24788,UDP,351,0
Network_1,337859,45682,TCP,94,0
Network_1,441080,36095,TCP,181,0
Network_1,394518,85163,TCP,281,0
Network_1,445774,87206,UDP,117,0
Network_1,300111,94562,ICMP,390,0
Network_1,173165,88569,ICMP,530,0
Network_1,191791,30123,ICMP,479,0
Network_1,716125,21671,TCP,159,0
Network_1,684212,89244,ICMP,330,1
Network_1,342751,33172,ICMP,229,0
Network_1,115606,38479,ICMP,1,0
Network_1,367554,39892,UDP,517,0
Network_1,380889,45100,ICMP,498,0
Network_1,984103,7633,UDP,177,0
Network_1,128832,83083,ICMP,550,1
Network_1,956810,43596,TCP,225,0
Network_1,583981,22911,TCP,590,0
Network_1,576407,30239,ICMP,477,0
Network_1,465637,2267,ICMP,109,0
Network_1,327877,35579,UDP,145,0
Network_1,905201,75816,ICMP,569,0
Network_1,341176,66113,ICMP,431,0
Network_1,413989,23836,ICMP,223,0
Network_1,897647,23332,TCP,480,0
Network_1,790215,58981,UDP,532,0
Network_1,197240,36096,TCP,76,0
Network_1,614675,46547,ICMP,261,0
Network_1,939319,90297,UDP,230,1
Network_1,221129,18462,UDP,281,0
Network_1,200759,49641,ICMP,223,0
Network_1,840366,44711,UDP,151,1
Network_1,196159,55585,TCP,14,1
Network_1,491823,97683,ICMP,247,0
Network_1,918912,71542,ICMP,43,0
Network_1,428474,86386,ICMP,104,0
Network_1,948341,1079,UDP,403,0
Network_1,255387,12797,UDP,497,0
Network_1,115183,15379,TCP,96,0
Network_1,814235,54527,ICMP,187,0
Network_1,172740,7877,ICMP,131,1
Network_1,121946,75287,UDP,515,0
Network_1,711547,48989,ICMP,28,0
Network_1,192828,66958,ICMP,109,0
Network_1,391473,39753,TCP,49,0
Network_1,981412,90940,TCP,121,0
Network_1,955558,65031,ICMP,364,0
Network_1,546205,1926,TCP,483,1
Network_1,770507,46220,TCP,39,0
Network_1,321222,25825,UDP,309,0
Network_1,119137,5869,UDP,2,0
Network_1,264021,6645,UDP,270,0
Network_1,709131,83865,UDP,285,0
Network_1,314847,62730,ICMP,504,0
Network_1,874715,82528,TCP,353,0
Network_1,913323,92044,ICMP,394,0
Network_1,297348,17354,UDP,110,0
Network_1,839542,46783,TCP,28,0
Network_1,939357,71027,UDP,285,0
Network_1,825590,56709,ICMP,20,0
Network_1,763508,94757,TCP,67,0
Network_1,766512,95368,TCP,160,0
Network_1,145083,19397,UDP,198,0
Network_1,167849,50421,TCP,491,0
Network_1,274336,95565,TCP,73,0
Network_1,137888,9874,TCP,483,0
Network_1,914391,9094,TCP,542,0
Network_1,620297,12909,ICMP,267,0
Network_1,234267,90921,TCP,576,1
Network_1,528240,82854,ICMP,107,0
Network_1,190231,6710,ICMP,82,0
Network_1,417112,31083,TCP,114,1
Network_1,757006,95161,ICMP,562,0
Network_1,852090,66911,ICMP,533,0
Network_1,823372,61415,UDP,10,1
Network_1,418102,53408,TCP,577,1
Network_1,756700,25705,UDP,18,0
Network_1,533918,98971,UDP,17,0
Network_1,494761,18414,UDP,474,0
Network_1,999377,82798,ICMP,45,0
Network_1,144453,80755,TCP,449,0
Network_1,810858,2557,UDP,76,1
Network_1,996886,29388,UDP,38,0
Network_1,500472,32041,UDP,275,0
Network_1,958717,84567,ICMP,279,0
Network_1,696557,70841,UDP,519,0
Network_1,321783,94717,ICMP,452,0
Network_1,377935,55490,TCP,103,0
Network_1,393780,64097,ICMP,214,0
Network_1,681398,85930,ICMP,482,0
Network_1,251310,95773,TCP,203,0
Network_1,328170,79401,UDP,417,0
Network_1,408221,51035,TCP,205,1
Network_1,121558,53630,ICMP,108,0
Network_1,608505,84463,TCP,6,0
Network_1,158538,51967,TCP,180,0
Network_1,247164,53440,UDP,460,0
Network_1,891094,86554,UDP,262,0
Network_1,557683,97578,TCP,528,0
Network_1,245983,45808,ICMP,211,0
Network_1,658862,45623,ICMP,9,0
Network_1,447751,65077,ICMP,173,0
Network_1,336585,11967,ICMP,523,0
Network_1,153325,64265,TCP,57,0
Network_1,698289,90267,UDP,433,0
Network_1,864294,43381,TCP,342,0
Network_1,197964,68257,ICMP,441,0
Network_1,636883,55420,ICMP,556,0
Network_1,409125,14753,ICMP,499,0
Network_1,279500,73628,UDP,28,0
Network_1,822136,61736,ICMP,30,1
Network_1,244030,18428,UDP,323,0
Network_1,748347,13793,UDP,83,1
Network_1,991913,55619,TCP,90,0
Network_1,831075,69057,ICMP,505,0
Network_1,428810,55950,TCP,380,0
Network_1,303347,95577,TCP,261,0
Network_1,328111,89547,TCP,398,0
Network_1,393275,5225,TCP,401,0
Network_1,484615,72353,TCP,103,0
Network_1,871076,80188,TCP,178,0
Network_1,261645,67746,TCP,115,0
Network_1,844101,91771,ICMP,164,0
Network_1,787817,30116,TCP,136,1
Network_1,698828,30934,UDP,302,0
Network_1,773091,96805,UDP,463,0
Network_1,905364,35018,UDP,188,0
Network_1,169100,23124,TCP,501,0
Network_1,479056,24035,TCP,273,1
Network_1,617682,31630,TCP,64,0
Network_1,513620,79576,TCP,250,1
Network_1,394911,49996,ICMP,273,0
Network_1,104010,52571,TCP,460,0
Network_1,905604,85231,UDP,425,1
Network_1,485083,13364,UDP,349,0
Network_1,629057,42953,ICMP,549,0
Network_1,473553,81302,UDP,81,0
Network_1,528440,80278,ICMP,365,0
Network_1,159480,57514,ICMP,489,0
Network_1,994731,56918,ICMP,73,0
Network_1,975807,56748,ICMP,534,0
Network_1,852722,82431,UDP,517,0
Network_1,522234,43527,TCP,136,0
Network_1,998895,49197,UDP,173,0
Network_1,210750,10506,TCP,512,0
Network_1,216298,3293,TCP,282,0
Network_1,330876,4830,UDP,178,0
Network_1,246933,22225,UDP,359,0
Network_1,126564,1057,UDP,191,0
Network_1,431670,83588,TCP,308,0
Network_1,910111,91659,ICMP,125,0
Network_1,392914,62600,TCP,581,0
Network_1,902466,66027,ICMP,153,0
Network_1,770750,74452,ICMP,209,0
Network_1,260162,81892,ICMP,305,1
Network_1,628697,28965,UDP,64,0
Network_1,764818,80732,TCP,145,0
Network_1,443607,42513,TCP,428,0
Network_1,416797,43490,TCP,181,0
Network_1,584990,85834,TCP,334,0
Network_1,747697,71018,ICMP,428,1
Network_1,183238,83883,TCP,570,0
Network_1,321334,22650,TCP,345,0
Network_1,394070,57536,UDP,147,0
Network_1,571784,45822,UDP,131,1
Network_1,490022,15210,TCP,504,0
Network_1,681626,30690,UDP,11,0
Network_1,707219,21050,TCP,411,0
Network_1,491401,4453,UDP,15,0
Network_1,751746,42921,UDP,34,0
Network_1,366970,56549,TCP,167,1
Network_1,701251,40234,TCP,199,0
Network_1,437337,24381,UDP,280,0
Network_1,561370,16032,UDP,492,0
Network_1,950912,65278,UDP,418,0
Network_1,536666,50460,ICMP,80,0
Network_1,361670,45236,TCP,89,0
Network_1,809353,72318,UDP,290,0
Network_1,358375,60599,UDP,416,1
Network_1,557435,91020,ICMP,436,1
Network_1,105243,63583,UDP,559,0
Network_1,770277,8554,ICMP,75,0
Network_1,962997,73536,TCP,431,0
Network_1,441909,64887,TCP,466,0
Network_1,326192,33740,TCP,173,0
Network_1,488487,2178,TCP,417,0
Network_1,237405,65194,UDP,357,0
Network_1,653506,47084,UDP,352,0
Network_1,934420,98613,TCP,73,0
Network_1,345982,53524,TCP,148,0
Network_1,517649,97409,ICMP,497,0
Network_1,657116,39483,TCP,482,0
Network_1,760685,81701,ICMP,554,0
Network_1,165115,4151,ICMP,578,0
Network_1,504003,45695,ICMP,490,0
Network_1,628588,87420,UDP,383,0
Network_1,303487,95328,ICMP,542,1
Network_1,608101,50917,ICMP,2,0
Network_1,411904,17348,TCP,285,0
Network_1,543629,27675,ICMP,390,0
Network_1,560569,6234,TCP,495,0
Network_1,312941,81457,UDP,452,0
Network_1,814794,2440,ICMP,413,0
Network_1,774967,82208,TCP,450,0
Network_1,548894,90776,TCP,302,0
Network_1,117455,26226,ICMP,77,1
Network_1,734947,67087,TCP,203,0
Network_1,164105,34542,UDP,423,0
Network_1,630845,83291,UDP,133,0
Network_1,590175,26643,UDP,268,0
Network_1,623246,99879,ICMP,288,0
Network_1,400272,84455,UDP,22,0
Network_1,274988,53514,TCP,521,0
Network_1,776324,49256,TCP,340,0
Network_1,381264,34307,UDP,121,0
Network_1,909289,88647,TCP,386,0
Network_1,569895,80626,TCP,290,0
Network_1,396687,2408,TCP,588,0
Network_1,411678,42149,TCP,204,0
Network_1,497337,67912,TCP,567,0
Network_1,916919,88081,TCP,464,0
Network_1,549387,98175,ICMP,183,0
Network_1,750571,59451,UDP,439,0
Network_1,141530,30454,UDP,268,0
Network_1,687669,53125,UDP,114,0
Network_1,805846,48795,UDP,52,0
Network_1,104958,33351,TCP,353,0
Network_1,472214,41094,ICMP,475,0
Network_1,519818,69906,UDP,99,0
Network_1,818129,3310,ICMP,442,0
Network_1,863448,41884,ICMP,58,0
Network_1,151523,27915,ICMP,62,0
Network_1,328597,20442,TCP,373,1
Network_1,155346,54364,ICMP,323,0
Network_1,606259,63865,TCP,155,0
Network_1,530225,77201,ICMP,474,0
Network_1,941314,19633,TCP,433,0
Network_1,657494,99340,ICMP,491,0
Network_1,884945,25002,TCP,156,0
Network_1,842118,63235,ICMP,184,0
Network_1,165837,99050,ICMP,211,0
Network_1,943715,77829,UDP,119,0
Network_1,912546,42975,UDP,437,0
Network_1,481030,24259,TCP,47,0
Network_1,991046,41546,UDP,120,0
Network_1,685208,7589,TCP,144,0
Network_1,269474,79341,TCP,317,0
Network_1,791729,39733,ICMP,17,0
Network_1,697573,55980,TCP,76,0
Network_1,107173,16917,ICMP,67,0
Network_1,139314,97936,UDP,375,0
Network_1,991468,48135,ICMP,153,1
Network_1,612627,83693,ICMP,429,0
Network_1,701593,2841,UDP,71,0
Network_1,962795,73310,ICMP,498,0
Network_1,399483,81848,TCP,485,0
Network_1,933459,45977,TCP,536,1
Network_1,738342,42475,TCP,415,0
Network_1,386211,41198,UDP,466,0
Network_1,479343,19779,ICMP,366,0
Network_1,405394,13007,ICMP,182,1
Network_1,710338,4363,ICMP,421,0
Network_1,288133,70539,TCP,4,0
Network_1,905853,99393,UDP,36,1
Network_1,970684,34327,ICMP,395,0
Network_1,823406,40748,TCP,355,1
Network_1,752105,62199,TCP,88,0
Network_1,611365,19201,UDP,460,0
Network_1,778726,19116,TCP,542,0
Network_1,289069,86215,UDP,414,0
Network_1,808930,70926,UDP,429,0
Network_1,629127,6879,TCP,567,0
Network_1,555466,54076,ICMP,370,0
Network_1,573315,49796,ICMP,97,0
Network_1,617707,8070,TCP,278,0
Network_1,797707,77751,ICMP,252,0
Network_1,724597,39429,UDP,242,0
Network_1,224276,34716,TCP,179,1
Network_1,224196,9461,ICMP,429,0
Network_1,666604,10945,UDP,530,0
Network_1,853192,84972,TCP,215,0
Network_1,104617,28876,TCP,310,0
Network_1,757712,81821,ICMP,596,0
Network_1,492852,23439,ICMP,155,0
Network_1,108802,80711,UDP,186,0
Network_1,547312,36452,TCP,529,0
Network_1,201741,52757,UDP,444,0
Network_1,363034,28782,UDP,127,0
Network_1,207835,31391,ICMP,331,0
Network_1,817832,95470,ICMP,35,0
Network_1,154181,81040,UDP,201,0
Network_1,824463,88352,TCP,218,1
Network_1,515315,21237,ICMP,395,0
Network_1,333720,29092,TCP,423,0
Network_1,342608,99143,UDP,274,0
Network_1,250019,86419,TCP,308,0
Network_1,687278,43131,UDP,491,1
Network_1,628363,87222,UDP,351,0
Network_1,596870,84146,TCP,16,0
Network_1,370124,38583,UDP,464,0
Network_1,694737,63168,ICMP,160,0
Network_1,774639,94540,UDP,448,0
Network_1,288923,22667,ICMP,575,0
Network_1,637271,72392,UDP,585,0
Network_1,717243,39599,ICMP,183,0
Network_1,624261,49164,UDP,38,0
Network_1,333435,42852,ICMP,446,0
Network_1,530134,31116,ICMP,127,0
Network_1,869789,97847,TCP,149,0
Network_1,604645,11431,UDP,419,0
Network_1,842918,38236,ICMP,168,0
Network_1,214000,42778,ICMP,357,0
Network_1,147308,32679,UDP,486,0
Network_1,243771,11312,UDP,421,0
Network_1,635271,70256,ICMP,260,0
Network_1,796399,86787,TCP,418,0
Network_1,473007,1395,UDP,371,0
Network_1,216927,85514,UDP,336,0
Network_1,118919,90598,UDP,164,0
Network_1,904199,44700,TCP,348,0
Network_1,398195,64669,TCP,577,0
Network_1,912045,16902,UDP,519,0
Network_1,629670,61455,UDP,337,0
Network_1,348404,96023,UDP,335,0
Network_1,340849,25713,UDP,240,0
Network_1,891347,17564,TCP,473,0
Network_1,435712,57581,TCP,408,0
Network_1,159051,94276,TCP,95,0
Network_1,150249,12824,UDP,426,0
Network_1,159850,11730,UDP,309,0
Network_1,383978,5003,ICMP,307,0
Network_1,306996,65887,TCP,262,0
Network_1,338948,11648,TCP,543,0
Network_1,598612,13508,ICMP,51,0
Network_1,699679,65841,UDP,143,0
Network_1,793215,5617,ICMP,575,0
Network_1,574841,22347,ICMP,253,0
Network_1,849824,52541,UDP,471,1
Network_1,573636,61807,TCP,505,0
Network_1,302477,11298,UDP,345,0
Network_1,661868,37440,ICMP,140,0
Network_1,252484,74981,ICMP,567,0
Network_1,284791,78327,UDP,524,0
Network_1,537282,13377,ICMP,323,0
Network_1,537084,48132,ICMP,33,0
Network_1,942724,85910,TCP,77,0
Network_1,829757,30965,ICMP,377,0
Network_1,518812,91335,ICMP,576,0
Network_1,864058,74218,TCP,269,0
Network_1,212962,38763,UDP,348,0
Network_1,397428,35937,ICMP,459,0
Network_1,456282,99948,TCP,289,0
Network_1,582641,23408,UDP,566,0
Network_1,147669,8549,ICMP,592,0
Network_1,557929,19004,ICMP,219,0
Network_1,673846,93452,TCP,80,0
Network_1,250035,19014,UDP,410,0
Network_1,678306,86362,UDP,365,1
Network_1,112497,45690,ICMP,594,1
Network_1,768124,5916,UDP,444,0
Network_1,689088,2485,UDP,494,0
Network_1,440357,14750,TCP,520,0
Network_1,894585,65104,ICMP,284,0
Network_1,969062,34858,UDP,317,0
Network_1,880484,34884,TCP,209,0
Network_1,526736,92543,UDP,506,0
Network_1,976874,57023,TCP,315,0
Network_1,383205,9382,TCP,6,0
Network_1,342828,45837,UDP,205,0
Network_1,643623,43839,ICMP,233,0
Network_1,509364,90803,ICMP,583,0
Network_1,497185,38607,ICMP,332,0
Network_1,816816,18940,ICMP,278,1
Network_1,382790,65262,UDP,593,0
Network_1,413695,80566,TCP,273,0
Network_1,311698,42953,TCP,283,0
Network_1,469006,45783,TCP,541,0
Network_1,771720,65419,UDP,60,0
Network_1,824019,56969,TCP,172,0
Network_1,882951,33756,ICMP,549,0
Network_1,394165,42165,ICMP,459,0
Network_1,583056,73495,UDP,388,0
Network_1,468165,13977,UDP,222,0
Network_1,651239,21580,UDP,414,0
Network_1,238418,39389,TCP,289,0
Network_1,877502,65375,ICMP,237,0
Network_1,376924,83509,UDP,189,0
Network_1,273651,89439,TCP,302,0
Network_1,729445,53588,UDP,546,0
Network_1,205031,22654,UDP,480,0
Network_1,501424,61986,UDP,392,0
Network_1,150067,61759,TCP,284,0
Network_1,263663,21987,UDP,263,0
Network_1,642049,26908,ICMP,54,0
Network_1,675806,17952,UDP,461,0
Network_1,220919,62882,TCP,455,0
Network_1,498695,21960,TCP,200,0
Network_1,954401,87198,ICMP,284,0
Network_1,677115,18381,UDP,147,0
Network_1,141844,38268,ICMP,50,0
Network_1,698240,10921,UDP,360,0
Network_1,901589,7993,ICMP,447,0
Network_1,274625,61982,UDP,133,0
Network_1,668689,12841,UDP,561,0
Network_1,729697,82557,TCP,254,0
Network_1,701706,3645,TCP,421,0
Network_1,130649,76332,TCP,69,0
Network_1,608623,45743,ICMP,47,0
Network_1,835474,24550,TCP,8,1
Network_1,766069,55428,TCP,379,0
Network_1,778493,59846,TCP,304,0
Network_1,897659,89887,ICMP,272,0
Network_1,790454,73040,ICMP,533,0
Network_1,178543,87422,UDP,123,0
Network_1,477228,35616,UDP,593,0
Network_1,451375,1694,TCP,134,0
Network_1,307471,1261,ICMP,466,0
Network_1,815504,64776,UDP,312,0
Network_1,583594,99925,TCP,315,0
Network_1,830205,28327,ICMP,256,0
Network_1,468351,54788,TCP,558,0
Network_1,274469,44233,TCP,48,0
Network_1,237785,51952,ICMP,513,0
Network_1,344508,70995,ICMP,210,0
Network_1,466332,41821,ICMP,416,1
Network_1,439605,65388,TCP,278,0
Network_1,612554,501,UDP,571,0
Network_1,586407,96307,TCP,83,0
Network_1,657673,48860,UDP,551,0
Network_1,993725,32888,ICMP,282,0
Network_1,619853,6162,ICMP,169,1
Network_1,635233,66507,ICMP,74,0
Network_1,600695,87163,ICMP,538,0
Network_1,796120,99010,TCP,165,0
Network_1,907184,49009,UDP,354,0
Network_1,410632,1584,UDP,365,0
Network_1,648492,93548,TCP,296,0
Network_1,663146,74124,UDP,299,0
Network_1,981496,68751,ICMP,317,0
Network_1,404778,74491,TCP,480,0
Network_1,670913,39932,UDP,43,0
Network_1,448683,94038,ICMP,402,0
Network_1,345022,4350,UDP,283,0
Network_1,786348,7405,TCP,281,0
Network_1,327135,9401,ICMP,255,0
Network_1,469619,58268,TCP,214,0
Network_1,775896,63117,TCP,401,0
Network_1,826975,55717,ICMP,270,0
Network_1,885919,46072,ICMP,412,0
Network_1,417579,72443,ICMP,449,1
Network_1,701167,22058,UDP,427,1
Network_1,907137,72295,ICMP,340,0
Network_1,680116,41199,ICMP,101,0
Network_1,845694,87749,UDP,428,0
Network_1,322065,89081,UDP,221,0
Network_1,269674,38851,UDP,577,0
Network_1,593307,779,UDP,515,0
Network_1,171847,4149,ICMP,316,0
Network_1,738381,28407,ICMP,94,0
Network_1,472207,99867,ICMP,463,0
Network_1,187029,65780,TCP,211,0
Network_1,717254,40894,ICMP,286,0
Network_1,256409,86658,TCP,320,0
Network_1,448592,53302,UDP,235,0
Network_1,921979,32369,UDP,544,0
Network_1,928688,11937,TCP,238,0
Network_1,558627,15297,UDP,412,0
Network_1,625005,87896,ICMP,241,0
Network_1,543086,41004,ICMP,127,1
Network_1,156394,84745,UDP,388,0
Network_1,968887,32366,ICMP,53,0
Network_1,726462,16812,UDP,84,0
Network_1,927698,86852,TCP,517,0
Network_1,659203,47011,UDP,28,0
Network_1,643034,4633,TCP,153,0
Network_1,139826,77941,UDP,414,0
Network_1,828498,67398,TCP,8,0
Network_1,118916,99132,TCP,395,0
Network_1,561218,5829,ICMP,171,1
Network_1,745691,822,TCP,578,0
Network_1,449819,99410,TCP,85,0
Network_1,392889,50490,UDP,98,0
Network_1,725933,97029,TCP,236,0
Network_1,411940,76456,TCP,246,0
Network_1,170072,89189,ICMP,227,0
Network_1,941373,91125,TCP,240,0
Network_1,475898,3758,ICMP,350,0
Network_1,199180,25038,UDP,577,0
Network_1,626027,88086,ICMP,238,0
Network_1,195968,82753,ICMP,556,0
Network_1,350583,20917,TCP,276,0
Network_1,787858,51672,UDP,518,0
Network_1,464134,51592,TCP,70,0
Network_1,420698,53905,UDP,331,0
Network_1,926776,72643,ICMP,586,0
Network_2,752418,36535,TCP,212,0
Network_2,825099,39158,ICMP,165,1
Network_2,382970,17932,ICMP,350,0
Network_2,871526,64737,UDP,218,0
Network_2,540632,75103,TCP,460,0
Network_2,286010,15091,UDP,467,0
Network_2,162969,45476,TCP,407,0
Network_2,238569,8798,UDP,14,0
Network_2,527409,70641,ICMP,94,0
Network_2,458648,20940,TCP,165,0
Network_2,848573,60350,ICMP,459,0
Network_2,264246,67107,ICMP,114,0
Network_2,776365,88508,UDP,348,0
Network_2,150604,84873,TCP,530,0
Network_2,886632,41093,TCP,85,1
Network_2,498441,70957,UDP,14,0
Network_2,922316,27496,ICMP,231,0
Network_2,814502,71224,ICMP,246,0
Network_2,982587,86613,TCP,322,0
Network_2,141633,37872,UDP,376,0
Network_2,696107,37104,TCP,403,1
Network_2,670104,44413,UDP,355,0
Network_2,435071,24811,UDP,199,0
Network_2,580969,68638,UDP,155,0
Network_2,982502,63651,UDP,570,0
Network_2,232599,96425,UDP,442,0
Network_2,585791,94083,UDP,141,0
Network_2,652677,92543,TCP,340,1
Network_2,559994,44086,ICMP,63,0
Network_2,822452,27636,ICMP,126,0
Network_2,400437,40793,ICMP,369,0
Network_2,743712,57652,ICMP,320,0
Network_2,303402,32182,TCP,522,0
Network_2,562863,27491,ICMP,360,0
Network_2,156572,41387,UDP,393,0
Network_2,469123,76340,ICMP,208,0
Network_2,734648,38272,TCP,10,0
Network_2,857024,79254,TCP,16,0
Network_2,287316,75798,ICMP,102,0
Network_2,389808,51470,UDP,21,0
Network_2,967226,75839,TCP,201,0
Network_2,426934,97854,UDP,65,0
Network_2,128283,47602,TCP,336,0
Network_2,718530,41573,TCP,156,0
Network_2,992407,7606,ICMP,353,0
Network_2,572181,43542,UDP,268,0
Network_2,143051,9889,ICMP,198,0
Network_2,683610,32046,UDP,99,0
Network_2,819559,91605,UDP,147,0
Network_2,530949,59411,UDP,156,0
Network_2,161154,30996,UDP,104,0
Network_2,713684,36799,UDP,537,0
Network_2,238151,13414,UDP,208,0
Network_2,548008,45150,ICMP,405,0
Network_2,215328,2322,TCP,156,0
Network_2,115461,80487,ICMP,4,0
Network_2,929643,73599,UDP,574,0
Network_2,617593,94074,TCP,568,0
Network_2,900714,42202,ICMP,175,0
Network_2,539198,97364,ICMP,36,0
Network_2,703039,51880,TCP,303,0
Network_2,802709,21907,UDP,431,0
Network_2,337568,5583,ICMP,466,0
Network_2,208364,11878,UDP,447,1
Network_2,472035,25678,UDP,590,0
Network_2,242647,70145,UDP,109,0
Network_2,724682,27481,ICMP,75,0
Network_2,546192,44012,ICMP,80,1
Network_2,231565,90533,ICMP,504,0
Network_2,498159,10850,UDP,514,1
Network_2,164271,57040,ICMP,315,0
Network_2,507007,13835,ICMP,241,0
Network_2,176630,2900,UDP,94,0
Network_2,120394,86568,UDP,94,0
Network_2,790805,61205,TCP,358,0
Network_2,248731,62505,TCP,148,1
Network_2,656124,34834,TCP,154,0
Network_2,535091,94985,TCP,441,0
Network_2,202160,72024,ICMP,568,0
Network_2,619025,43261,UDP,401,0
Network_2,576754,50245,ICMP,306,0
Network_2,908746,98131,TCP,211,0
Network_2,711885,51108,ICMP,49,0
Network_2,795007,73209,ICMP,15,0
Network_2,983878,38763,UDP,185,0
Network_2,641760,79620,ICMP,38,0
Network_2,200731,35352,ICMP,252,0
Network_2,292522,97981,UDP,419,0
Network_2,588867,98233,TCP,170,0
Network_2,324404,47080,UDP,513,1
Network_2,194729,38304,ICMP,147,0
Network_2,312573,7013,TCP,233,0
Network_2,881722,49899,UDP,382,0
Network_2,314121,44389,UDP,450,0
Network_2,135295,82373,UDP,469,0
Network_2,274858,71057,ICMP,339,0
Network_2,343805,37101,ICMP,68,0
Network_2,640917,55447,UDP,444,0
Network_2,784243,12300,UDP,217,0
Network_2,846980,834,ICMP,172,0
Network_2,111878,62426,UDP,411,0
Network_2,106630,57625,UDP,493,0
Network_2,453356,33313,TCP,515,0
Network_2,909942,50412,ICMP,77,0
Network_2,465798,66696,ICMP,432,0
Network_2,114833,75258,TCP,292,0
Network_2,551863,12488,TCP,491,0
Network_2,178789,68367,TCP,482,0
Network_2,336127,91168,TCP,99,0
Network_2,855789,3717,ICMP,514,0
Network_2,730428,88301,UDP,577,0
Network_2,385498,52742,TCP,120,0
Network_2,682162,24916,UDP,434,1
Network_2,527613,77961,ICMP,133,0
Network_2,589403,93466,ICMP,150,0
Network_2,877710,29990,ICMP,81,0
Network_2,592059,30957,UDP,488,0
Network_2,521416,52192,TCP,571,0
Network_2,312294,15719,UDP,225,0
Network_2,760958,27232,TCP,373,0
Network_2,349242,46770,ICMP,21,0
Network_2,157593,82978,UDP,375,0
Network_2,528315,79067,TCP,563,0
Network_2,339473,16301,TCP,445,0
Network_2,254061,13953,ICMP,116,0
Network_2,570193,31251,UDP,161,0
Network_2,201336,37775,UDP,423,0
Network_2,163639,53623,UDP,356,0
Network_2,757625,91989,TCP,401,0
Network_2,730065,7072,ICMP,315,0
Network_2,643158,22254,TCP,236,0
Network_2,280323,58734,UDP,461,0
Network_2,124820,85872,UDP,191,0
Network_2,494229,4889,UDP,184,0
Network_2,594759,75867,TCP,416,0
Network_2,863939,83459,UDP,494,0
Network_2,255543,60603,ICMP,423,0
Network_2,792380,22418,ICMP,299,0
Network_2,820439,91311,ICMP,304,0
Network_2,656397,50276,TCP,129,0
Network_2,575511,54859,TCP,216,0
Network_2,433280,75535,ICMP,483,0
Network_2,957131,75146,TCP,78,0
Network_2,271935,54263,UDP,513,0
Network_2,166781,35801,ICMP,455,0
Network_2,571409,81001,TCP,119,1
Network_2,931841,91377,ICMP,557,0
Network_2,967640,8678,UDP,6,0
Network_2,627777,88580,UDP,404,0
Network_2,532493,47958,UDP,413,0
Network_2,763390,58075,TCP,90,1
Network_2,792612,34599,TCP,557,1
Network_2,855903,83825,ICMP,179,0
Network_2,894516,9242,ICMP,313,0
Network_2,187699,6153,TCP,452,0
Network_2,431575,26422,TCP,416,0
Network_2,960780,2277,TCP,541,0
Network_2,459873,48126,ICMP,95,0
Network_2,858325,89829,TCP,195,0
Network_2,849411,72483,TCP,580,0
Network_2,253215,35153,ICMP,19,0
Network_2,294621,66946,TCP,67,0
Network_2,907086,90439,TCP,519,0
Network_2,201062,31960,TCP,350,0
Network_2,395609,83481,ICMP,588,0
Network_2,351534,36931,UDP,475,0
Network_2,441858,91419,UDP,368,0
Network_2,485695,65814,TCP,429,0
Network_2,438712,61976,ICMP,301,0
Network_2,283536,94882,UDP,338,0
Network_2,725657,24503,UDP,203,0
Network_2,799487,8386,ICMP,131,0
Network_2,892318,19591,UDP,572,0
Network_2,717111,13596,ICMP,513,0
Network_2,924713,41300,UDP,378,0
Network_2,762104,27951,TCP,499,0
Network_2,403763,63437,TCP,27,0
Network_2,443975,73402,ICMP,54,0
Network_2,144174,92756,ICMP,435,0
Network_2,437092,32728,ICMP,514,0
Network_2,933994,32807,TCP,33,0
Network_2,179227,67647,UDP,54,0
Network_2,850072,37880,ICMP,280,0
Network_2,361406,97885,UDP,118,0
Network_2,136529,77128,ICMP,228,0
Network_2,127277,38971,TCP,25,0
Network_2,196867,69036,ICMP,396,0
Network_2,338673,55639,UDP,531,0
Network_2,274132,95254,TCP,579,0
Network_2,199378,24412,ICMP,43,0
Network_2,995631,99670,TCP,85,0
Network_2,245088,64972,UDP,147,0
Network_2,113115,17474,ICMP,24,0
Network_2,320346,5833,ICMP,592,0
Network_2,406372,5404,ICMP,448,0
Network_2,485188,86021,TCP,256,0
Network_2,790128,5072,TCP,114,1
Network_2,495580,25007,TCP,187,0
Network_2,406117,84218,ICMP,42,0
Network_2,615356,44686,UDP,537,0
Network_2,974554,30661,UDP,519,1
Network_2,533003,84187,TCP,202,0
Network_2,798075,81233,TCP,283,0
Network_2,286586,55656,ICMP,290,0
Network_2,828572,31609,UDP,59,0
Network_2,398020,53421,ICMP,126,0
Network_2,541680,24752,TCP,52,0
Network_2,470607,97169,UDP,376,0
Network_2,741002,62397,ICMP,231,0
Network_2,617041,59630,UDP,489,0
Network_2,350585,58591,ICMP,599,1
Network_2,155450,68775,ICMP,191,0
Network_2,158059,37198,TCP,139,0
Network_2,866018,95829,UDP,416,0
Network_2,615989,43142,TCP,222,0
Network_2,928911,4810,UDP,340,0
Network_2,686109,30273,UDP,86,1
Network_2,309369,25956,ICMP,360,0
Network_2,533434,89468,TCP,220,0
Network_2,309262,7780,TCP,572,0
Network_2,410196,1387,TCP,364,0
Network_2,922326,12006,TCP,169,0
Network_2,416316,52595,UDP,36,0
