client_id,Time_Studied_hr,Quiz_Score,Pages_Viewed,Interaction_Level,Passed
School_A,4.060491311689741,21,38,9,1
School_A,4.600936276535789,81,59,3,1
School_A,1.9073382324872254,78,79,4,1
School_A,2.2565762699406022,17,77,6,1
School_A,2.8416775152098825,19,60,3,1
School_A,2.7570554244902303,34,12,9,1
School_A,2.9094910868488344,43,41,6,1
School_A,4.3867449643923315,14,75,5,1
School_A,4.814214113101206,44,45,3,1
School_A,1.2805609892640244,17,39,3,1
School_A,3.5335374241747277,41,79,8,0
School_A,2.1039387922504287,77,70,9,0
School_A,3.4744206428839033,72,24,7,1
School_A,1.6194220384755722,91,52,2,1
School_A,1.6481927964383771,35,48,5,0
School_A,-0.10193961046030164,71,42,6,1
School_A,1.8718747401432374,51,60,8,1
School_A,3.7893288959894162,51,12,9,1
School_A,3.9148753361751316,56,90,6,0
School_A,2.599504006559297,14,86,7,1
School_A,0.7257899183895891,87,64,5,1
School_A,2.9498836489125515,76,19,8,1
School_A,3.0567867107416618,51,44,1,0
School_A,3.407413949448877,77,44,4,0
School_A,1.1766745492838204,6,42,5,1
School_A,3.713906673002369,37,95,1,1
School_A,2.4190288430321436,12,60,1,0
School_A,4.95648003123192,96,14,5,0
School_A,2.4633062873404463,53,53,5,1
School_A,3.9729171297851913,41,55,6,0
School_A,3.0453770047528335,12,86,2,1
School_A,1.6234930561789047,82,83,5,1
School_A,4.283316438622958,56,71,7,1
School_A,4.467835943306551,60,85,6,1
School_A,-0.9191446319728396,4,61,9,1
School_A,2.921569469618197,90,23,6,0
School_A,2.780640472756666,14,86,6,1
School_A,3.30381879259071,3,70,9,1
School_A,1.9580614863616046,55,14,3,1
School_A,4.988478625594734,71,28,5,1
School_A,0.2164693820707866,73,53,3,1
School_A,4.576307173718938,66,27,9,0
School_A,2.804180054037121,38,86,4,1
School_A,4.253959938856553,65,41,2,0
School_A,3.520675832328534,70,36,8,1
School_A,3.409777821136982,19,53,9,1
School_A,2.1443612810409585,49,74,3,1
School_A,2.7784444156086967,37,87,5,1
School_A,3.7467350178832457,64,73,3,0
School_A,2.7721193573272327,93,16,6,1
School_A,4.0613221580242005,87,24,7,1
School_A,4.01081807100893,54,34,1,0
School_A,4.084812446460893,28,32,5,1
School_A,2.9257706102108925,25,77,6,1
School_A,2.496491982133503,5,36,5,1
School_A,3.0380971381346926,67,77,3,0
School_A,-0.25316871622015835,96,68,9,1
School_A,3.6394559454911284,18,65,5,1
School_A,2.64589119324245,18,66,2,0
School_A,1.44811539852991,50,23,1,0
School_A,2.7121734750614745,58,98,1,0
School_A,-0.27006128048335487,81,20,3,0
School_A,2.3659823498268233,80,99,2,1
School_A,1.6309411295837193,4,28,7,0
School_A,5.80866041036151,68,99,6,1
School_A,2.742601771060701,66,11,7,0
School_A,3.3830850209285876,42,82,2,1
School_A,4.1458591726736325,83,57,6,1
School_A,6.477954218378535,18,54,6,0
School_A,2.947172391649168,78,11,2,1
School_A,2.577729814219196,3,86,4,1
School_A,5.769769273627754,13,48,5,0
School_A,1.5305832122872438,49,61,6,1
School_A,2.6569407664639,36,27,1,1
School_A,3.0902099884645837,71,97,7,0
School_A,2.3949572259531537,58,79,6,1
School_A,0.20538915758400567,95,26,1,0
School_A,1.8974971692561409,1,61,4,0
School_A,7.287975577366582,41,83,9,0
School_A,0.2985445308461152,19,5,4,1
School_A,1.7040556501603912,81,58,4,1
School_A,4.732501732478822,41,29,3,1
School_A,2.5697408446661654,93,79,5,1
School_A,4.090912821860432,20,95,1,1
School_A,4.267791712455241,33,61,4,1
School_A,2.9001286479141646,56,65,6,1
School_A,5.6293643857407885,21,61,2,1
School_A,5.968544103681271,66,11,6,1
School_A,2.7942916175561967,4,12,4,0
School_A,4.608965313631688,7,54,8,0
School_A,3.926265739148091,65,71,1,1
School_A,2.2083171395068515,29,47,8,0
School_A,2.8708337868890905,74,80,9,1
School_A,2.417069471882188,64,77,5,1
School_A,1.9000638638866891,89,73,1,1
School_A,2.4460562227608165,70,31,3,1
School_A,1.897352125378684,16,61,9,0
School_A,2.6699881587169614,14,35,1,1
School_A,1.6918646127123145,35,96,8,0
School_A,3.5579573085889016,98,86,3,0
School_A,2.173392897621441,84,1,9,1
School_A,3.355699131656046,46,10,2,1
School_A,0.05180437208334343,0,63,1,1
School_A,1.7886481272298682,74,5,3,0
School_A,1.4008164636203093,81,87,4,1
School_A,1.9221240864586315,83,41,7,0
School_A,2.395743291557018,38,82,1,0
School_A,2.346395438570075,50,92,3,1
School_A,2.7704926374363597,90,17,1,0
School_A,0.3658479628964266,79,54,2,1
School_A,1.8902589609942881,16,84,2,1
School_A,-0.1289230806005386,84,5,5,0
School_A,1.252511914082287,63,62,5,1
School_A,3.6338042744095223,90,3,3,1
School_A,1.992546252085421,65,57,1,1
School_A,0.8776168359246577,50,1,3,1
School_A,-0.13078987954875654,82,4,7,1
School_A,1.9413581884151216,27,16,6,1
School_A,5.3627553460321735,80,25,7,1
School_A,3.357687499916846,50,18,4,1
School_A,2.5928659332105166,61,12,1,0
School_A,4.669297401268711,2,8,5,1
School_A,2.1636571732582386,87,49,5,1
School_A,4.499301680477004,78,32,2,1
School_A,2.973642480586438,28,49,7,1
School_A,5.785186373774858,79,17,2,1
School_A,-0.2520393214992942,76,5,8,1
School_A,-1.2703790263342052,76,22,5,1
School_A,2.492607820598784,23,65,1,0
School_A,1.4038219857282266,17,97,4,1
School_A,2.8494258994892054,97,88,3,0
School_A,5.703067362427479,15,85,6,0
School_A,2.7674791638545475,20,43,6,1
School_A,6.357585833671539,38,20,1,1
School_A,0.8787095138944938,89,21,3,1
School_A,3.1148802109707603,76,9,1,1
School_A,5.009796394375625,27,28,2,1
School_A,3.329155893455279,73,59,3,1
School_A,0.5428683454845267,76,58,4,0
School_A,2.6230373532566333,69,63,4,1
School_A,2.621027443686072,89,36,8,1
School_A,-0.6585698846274148,15,83,4,1
School_A,5.445119148140273,2,89,3,1
School_A,0.5394768506311918,42,83,1,1
School_A,2.4630483905634253,51,47,2,1
School_A,2.6206530672654065,30,59,6,1
School_A,4.091038455625504,90,81,5,1
School_A,2.697389297795879,55,8,4,1
School_A,-1.9347232751494854,98,55,6,1
School_A,5.387533432191883,59,31,4,1
School_A,2.1770139189265816,53,9,4,0
School_A,1.3197277730633545,69,84,6,1
School_A,3.044643151697371,2,21,7,1
School_A,3.8610266988696087,66,5,5,1
School_A,5.1215052602972175,8,48,9,1
School_A,4.3293474061157875,23,71,7,0
School_A,4.674151228697788,7,75,1,0
School_A,1.349431074857557,1,30,2,1
School_A,0.9160719504619794,15,83,7,0
School_A,3.001446032266956,32,98,8,1
School_A,3.602912377792053,84,88,5,1
School_A,3.0001845823064013,47,11,3,1
School_A,2.0723969838975185,15,41,5,1
School_A,3.5934646011592433,8,38,4,1
School_A,1.8919260637856632,90,57,2,1
School_A,3.397609576098423,46,15,8,1
School_A,4.501994954562029,94,2,8,0
School_A,3.247368176992267,67,12,4,0
School_A,4.5839981000199925,28,92,3,1
School_A,3.058046727317807,56,98,4,1
School_A,1.6430711244000613,35,1,3,1
School_A,5.4994611195705065,81,31,8,0
School_A,5.531780678146623,48,44,4,1
School_A,2.7439861820669456,83,11,8,0
School_A,3.3010467536174564,16,28,2,0
School_A,0.2866508964444572,2,1,1,1
School_A,5.198907623160471,17,30,1,1
School_A,4.141372225741294,96,67,1,0
School_A,0.775814905734241,39,36,3,0
School_A,2.4658469823534372,63,26,7,1
School_A,5.895481868703463,62,28,6,0
School_A,5.0248708239037505,35,16,6,0
School_A,1.6397735813977885,44,48,1,1
School_A,2.2719964119968554,49,89,3,1
School_A,3.1527245329234987,4,95,9,1
School_A,1.7476818260155187,97,18,9,1
School_A,0.7381556383791579,0,62,9,1
School_A,1.1805682556983883,65,45,4,0
School_A,3.369392990110061,86,12,5,1
School_A,-0.5342927607240808,12,50,2,1
School_A,1.0583601500535247,88,18,7,1
School_A,3.442349448699662,29,22,5,1
School_A,3.2955350410175597,45,44,2,1
School_A,3.0780293852008906,21,61,9,1
School_A,1.4799217851282833,80,79,9,1
School_A,-0.13347809106492114,99,81,1,1
School_A,4.022423050353891,59,81,9,1
School_A,2.1922544207638945,56,13,3,1
School_A,2.7158543573267355,62,62,4,1
School_A,3.538807876391104,74,42,6,1
School_A,3.027313838214365,4,84,3,1
School_A,3.038125025132906,54,50,6,1
School_A,1.668040900083705,88,40,7,0
School_A,4.973783267941414,68,29,6,1
School_A,3.2224298244435206,46,94,8,1
School_A,3.001226847741084,89,5,7,1
School_A,3.196802690665692,16,59,3,1
School_A,2.0615937072326083,96,8,3,1
School_A,3.7694736604042163,50,24,4,0
School_A,2.851132143924527,48,20,9,0
School_A,4.275296513993409,62,33,8,0
School_A,4.2010718336162975,92,22,7,0
School_A,3.486287263023378,48,44,6,1
School_A,2.9347681631516944,63,45,8,1
School_A,4.451377077970743,97,51,7,1
School_A,4.607042534400822,18,48,2,1
School_A,1.6023221630270084,15,71,3,0
School_A,4.565163159812718,71,68,1,1
School_A,2.920934176836671,94,1,9,1
School_A,2.524817607323972,71,69,1,1
School_A,0.8159342540752399,78,9,8,0
School_A,2.2434752652912975,9,69,7,1
School_A,1.7776863352749153,65,8,4,0
School_A,4.519851351619062,94,17,9,1
School_A,-0.11481131394995003,77,8,9,1
School_A,3.2309151713724975,11,84,2,0
School_A,1.4321078531022873,51,11,9,1
School_A,2.785179862066452,28,68,9,1
School_A,1.631815049422626,63,24,5,1
School_A,1.4372399881852997,88,12,4,0
School_A,0.516985955968182,14,25,3,1
School_A,2.852248522882678,79,79,5,0
School_A,2.424559559552593,76,92,2,1
School_A,5.077712643472406,4,28,1,0
School_A,2.1696319381418387,54,38,7,1
School_A,3.299677687627239,81,99,6,1
School_A,5.101940105256924,61,60,3,1
School_A,1.5509250047772953,46,7,5,1
School_A,1.3699796422621975,11,71,6,1
School_A,0.9654975448438443,96,80,2,1
School_A,4.743066506261729,4,48,1,0
School_A,5.669962798741826,20,66,4,1
School_A,4.6660912200918485,96,75,9,1
School_A,0.8084842016007894,35,33,9,1
School_A,1.4028991201638745,60,90,7,1
School_A,4.395890651814048,25,2,7,1
School_A,0.6426534433429731,90,50,1,1
School_A,1.4616040854819907,15,63,6,0
School_A,2.4940039648575043,81,86,4,1
School_A,2.7196855080472644,50,43,6,0
School_A,5.295807825637109,8,44,2,1
School_A,2.768585624460199,8,12,8,1
School_A,1.6020447082620926,36,85,5,0
School_A,1.0679930625103,62,26,8,1
School_A,1.3691366825191207,59,98,4,1
School_A,2.341915641305485,36,11,4,1
School_A,0.8703599546841101,66,30,9,0
School_A,2.6377450036663435,44,95,9,1
School_A,2.4826083006389776,76,26,9,1
School_A,3.5186284049183643,23,74,3,1
School_A,1.9868773432413267,21,39,7,0
School_A,6.0157463449044535,55,96,2,1
School_A,2.7020576355780968,20,79,2,1
School_A,3.139326824992469,41,18,6,1
School_A,2.5048345355535875,68,14,9,0
School_A,2.010096385167807,14,80,3,1
School_A,4.127499843926879,64,46,3,1
School_A,3.8959105309517965,74,15,9,1
School_A,2.927237880716793,87,20,6,1
School_A,4.67039967562947,10,18,3,1
School_A,1.951392679735921,27,88,4,1
School_A,1.2063861043804205,42,73,2,0
School_A,2.8382997771143823,70,35,2,0
School_A,3.7579304695548013,85,39,3,1
School_A,5.417389945032943,45,45,5,0
School_A,2.6034869997419143,14,73,4,1
School_A,3.4277641202793925,83,4,8,0
School_A,0.34024809328380323,22,65,8,1
School_A,4.801731608892443,94,97,4,1
School_A,5.6856384350460605,8,42,7,1
School_A,3.4515256955286886,3,46,7,1
School_A,3.111640674916105,54,98,3,0
School_A,3.750508413420615,46,83,9,0
School_A,3.722437597483001,12,38,4,1
School_A,0.8049715328456744,94,19,5,0
School_A,-0.25768466689491865,25,42,5,0
School_A,3.9355929630972835,68,29,1,1
School_A,2.7060976104874572,39,64,3,1
School_A,4.672397395361584,57,40,9,1
School_A,2.450577253557153,77,95,2,1
School_A,3.7921093475826604,73,57,5,1
School_A,3.0866533490366215,43,56,1,1
School_A,4.228805277330951,27,21,5,1
School_A,3.8968109703232425,73,52,1,1
School_A,0.6769794941153098,74,33,8,1
School_A,3.119865267050605,70,91,2,0
School_A,2.3910016712692395,8,66,6,1
School_A,2.397795680818295,28,98,9,0
School_A,2.5496973950146495,0,9,9,1
School_A,-0.039507389699451334,73,87,6,1
School_A,1.9931619462046615,23,52,6,1
School_A,3.329670025114518,15,13,5,1
School_A,3.1632361173281796,62,47,6,1
School_A,4.517298469805116,33,2,4,0
School_A,5.7881703259936295,15,67,7,1
School_A,4.872844903041747,2,77,3,1
School_A,3.238733215370206,39,29,7,1
School_A,3.195230782255036,68,85,2,0
School_A,2.720424988950306,74,79,7,1
School_A,4.404730437676157,50,44,6,1
School_A,2.762343244045956,65,96,8,0
School_A,1.914594340338793,56,41,9,1
School_A,2.4797694630230707,89,90,7,1
School_A,2.587426451229193,25,73,7,1
School_A,2.9489995883032303,87,73,4,1
School_A,4.5089254113351185,87,42,9,1
School_A,2.7390181269486114,58,38,8,1
School_A,2.29827402528666,19,34,3,0
School_A,0.48178494608171496,69,93,7,1
School_A,7.897150162026102,43,1,1,1
School_A,3.9827268858271907,61,90,3,1
School_A,0.715114859819447,84,90,7,1
School_A,4.304605380488637,99,28,5,1
School_A,2.0844762732152367,37,34,1,0
School_A,3.2746775440310096,26,23,7,1
School_B,4.137286750163245,92,67,2,1
School_B,1.8923700535840637,97,15,2,1
School_B,2.8226356455647066,50,65,6,1
School_B,3.6446808877003933,16,97,4,0
School_B,3.9150467361735357,36,75,2,1
School_B,1.6233845511413776,38,46,6,1
School_B,2.6761568265446316,31,77,6,1
School_B,1.8286668696235657,55,36,5,1
School_B,6.167272450896394,94,86,2,1
School_B,3.851089106995621,99,96,9,0
School_B,1.3141565278948657,19,15,8,1
School_B,3.4714628596833936,10,16,6,1
School_B,2.017406161226863,19,8,4,1
School_B,1.8645886326607146,46,88,7,1
School_B,3.205257901577676,83,42,5,1
School_B,2.928285296635216,32,1,1,1
School_B,0.8112089823635102,23,60,2,1
School_B,2.9072577283576955,75,73,6,1
School_B,1.4752083910542027,98,3,9,1
School_B,4.641220978966446,13,95,8,0
School_B,4.263141100436882,68,44,2,1
School_B,1.5799790325085181,15,12,4,1
School_B,2.398661887605998,90,23,9,1
School_B,0.9776974609454192,35,17,6,1
School_B,2.190133090337148,61,84,9,0
School_B,1.9620962377856066,32,26,8,0
School_B,5.144958701611875,5,87,9,1
School_B,0.7970536870502754,8,90,7,1
School_B,-0.4486430238232346,61,14,9,0
School_B,2.7685234389441575,89,84,8,1
School_B,5.316225325181926,9,36,7,1
School_B,2.3415102939927155,7,1,6,1
School_B,3.1352103050664955,32,31,6,1
School_B,6.614736014544261,34,44,6,0
School_B,2.146508321394589,99,43,8,1
School_B,2.181818545438477,55,19,7,1
School_B,3.9572860999101898,82,33,7,1
School_B,1.994113972488859,45,71,4,0
School_B,1.8460434873238922,42,91,9,1
School_B,4.466768728494434,73,30,9,1
School_B,2.8511656180124807,65,22,7,1
School_B,2.2144078031644883,28,90,9,0
School_B,2.6366628519581674,30,92,9,1
School_B,4.056023104000161,63,56,7,0
School_B,3.340799057360697,16,90,9,1
School_B,1.6552934891448996,70,25,2,1
School_B,-0.4145230601158083,58,80,5,1
School_B,3.0494567046135,90,5,8,1
School_B,5.18011777052592,87,75,9,1
School_B,1.9561612684882217,6,17,7,1
School_B,2.7883476343585025,72,8,7,1
School_B,2.751505789018921,65,44,7,1
School_B,2.8881730511039474,44,10,4,1
School_B,1.32419201435306,31,2,5,1
School_B,6.951536134400184,86,91,5,1
School_B,3.2906406998298463,21,47,4,0
School_B,3.028498460456463,30,41,4,1
School_B,2.016408199074064,73,78,3,1
School_B,0.9582153819623231,81,2,4,0
School_B,3.267887133743513,19,34,2,1
School_B,3.3557063654814145,94,52,6,0
School_B,0.30615202288835697,91,21,4,0
School_B,1.9779223272870483,95,48,2,1
School_B,2.7581459191256386,51,22,5,1
School_B,4.032683396586026,38,71,9,1
School_B,3.81567136515281,29,41,1,0
School_B,1.4275186728804239,58,66,2,0
School_B,3.9887566028554433,12,1,9,0
School_B,5.104559538493149,62,54,8,1
School_B,1.9680491569221206,49,59,4,0
School_B,4.034516155165712,86,40,4,1
School_B,2.799419617386242,45,20,3,1
School_B,3.7748343745587714,9,91,6,1
School_B,1.296023599679659,52,76,1,1
School_B,3.9361882332786187,46,82,5,1
School_B,4.248525916972711,18,30,4,1
School_B,5.16842531805083,44,64,5,1
School_B,4.10793683040488,41,28,4,1
School_B,4.2135273370815245,11,45,2,1
School_B,3.9196097388616375,31,41,2,1
School_B,1.5976120406750192,40,12,3,1
School_B,3.0146220703221056,54,45,7,1
School_B,3.152103234939852,51,11,2,1
School_B,1.3865934776757964,94,48,4,1
School_B,-0.04323837541779474,84,3,9,1
School_B,3.3123225116537682,31,39,8,0
School_B,2.5484087767424275,86,28,6,1
School_B,1.814825777233509,46,17,8,1
School_B,4.3737825614316685,68,78,1,1
School_B,0.680664031447531,37,63,3,1
School_B,2.0984193463297283,38,16,1,1
School_B,2.732539476469689,45,1,4,1
School_B,2.3154438138119433,71,53,1,0
School_B,1.9025977812348218,93,3,8,1
School_B,1.6428343801876757,20,60,9,1
School_B,3.215823560242972,54,69,7,1
School_B,5.426938041654596,3,45,5,1
School_B,2.511458278132351,80,53,7,1
School_B,1.2834261194739804,51,6,6,0
School_B,2.7867276617430283,74,55,7,1
School_B,0.6660140099913106,63,48,3,1
School_B,4.755683301060557,42,77,8,0
School_B,2.432305608853853,25,94,6,0
School_B,5.486995376891515,73,90,4,1
School_B,4.91394620944412,42,42,6,0
School_B,1.6128541182596265,61,31,8,0
School_B,4.4574601684709005,17,68,8,0
School_B,2.5527215365032196,44,53,6,0
School_B,2.9812269687222597,69,51,3,1
School_B,1.5481069773265768,69,56,8,1
School_B,2.3295829097588934,71,81,3,1
School_B,4.754265967476386,96,33,3,1
School_B,2.5084891193770837,72,52,5,1
School_B,2.6660616920379496,64,42,6,1
School_B,3.9905470510558203,22,73,4,1
School_B,4.673518702527476,98,13,3,1
School_B,5.008849479358679,20,12,8,0
School_B,2.393988861278628,38,44,3,1
School_B,4.469831391852836,19,8,3,1
School_B,1.6932404483688233,37,86,4,0
School_B,2.67868283936503,98,60,8,1
School_B,0.553660807937352,38,79,7,1
School_B,1.878135779611135,13,96,9,1
School_B,2.202243368960726,50,79,7,1
School_B,2.5264084502661763,15,82,4,0
School_B,6.225669347328722,44,13,2,0
School_B,-0.08712843866947395,34,49,5,1
School_B,2.303697507830375,50,17,4,0
School_B,4.544276859197839,37,43,9,1
School_B,2.24760466496525,16,51,9,1
School_B,4.321589274128854,55,70,9,1
School_B,1.1956724253948408,4,72,4,1
School_B,3.1169938157534234,5,88,7,1
School_B,3.946339005424637,17,1,1,1
School_B,1.764780956505277,44,72,9,1
School_B,3.1558348534805005,47,50,7,0
School_B,6.092537138596657,30,65,9,1
School_B,2.9282265312808686,52,64,2,1
School_B,4.0036216683928485,27,93,8,1
School_B,2.486666264178872,1,43,1,1
School_B,2.3064425268296715,97,69,9,1
School_B,4.30206300022506,69,11,1,1
School_B,5.017143715396047,74,55,2,1
School_B,3.926445011611668,22,26,2,0
School_B,2.5521825698402933,49,68,9,1
School_B,2.6639385847551855,45,84,1,1
School_B,2.2610206363337526,64,57,3,1
School_B,0.9615966802315143,50,17,4,1
School_B,2.851935011078286,85,8,8,0
School_B,2.2435792902299054,4,49,9,1
School_B,1.9051555888809388,51,58,9,0
School_B,4.430148029709522,31,18,4,1
School_B,2.442696088238616,99,94,9,1
School_B,5.117752580199878,72,31,7,1
School_B,3.8489266425622675,40,84,9,1
School_B,3.4671663526598744,51,8,8,1
School_B,3.8072093617887024,33,59,8,1
School_B,3.659402340102725,50,59,7,1
School_B,4.237152465192697,48,24,8,0
School_B,2.722316770961365,28,88,2,0
School_B,4.392886892249772,15,13,6,1
School_B,4.052345681579364,24,16,4,1
School_B,4.761081686388629,83,26,3,0
School_B,3.041602209319073,44,95,1,1
School_B,2.776954450171739,41,12,4,0
School_B,2.868534317823934,88,13,8,1
School_B,2.6240865641484077,19,18,9,0
School_B,1.569956056186294,24,1,4,1
School_B,0.15234567025911794,64,11,6,1
School_B,3.0347709841870345,77,88,6,1
School_B,1.7223943413362743,82,8,8,1
School_B,0.9149644176404541,65,3,5,0
School_B,2.519639696889767,82,56,6,0
School_B,2.6690935971849123,83,31,6,1
School_B,5.8512665148719485,26,70,6,1
School_B,3.093910964997161,69,15,8,1
School_B,1.7695952183694132,62,43,3,0
School_B,2.5162178198383516,84,59,6,1
School_B,2.256559267336953,59,61,6,0
School_B,4.945161449643667,64,84,8,0
School_B,4.481243613691936,93,55,6,1
School_B,2.6717788356482934,18,58,1,1
School_B,2.0740605802839194,68,14,8,1
School_B,2.6035548046004413,14,45,5,1
School_B,1.2142381698039184,78,91,2,0
School_B,1.2453315082456027,95,98,6,0
School_B,5.201422822473327,93,76,5,1
School_B,4.984690240423934,38,34,7,1
School_B,1.2656297454887584,96,37,1,1
School_B,3.7633992717808766,46,37,9,1
School_B,2.0730128022262866,69,63,3,1
School_B,4.050338476351414,17,37,4,1
School_B,4.749952437685667,77,17,3,1
School_B,1.5179203178595084,48,96,5,1
School_B,4.477973845613826,8,90,5,1
School_B,3.383994782539948,82,6,2,1
School_B,4.902025422140982,84,84,9,0
School_B,2.979356021706163,3,90,3,1
School_B,3.2494409059849563,71,6,9,1
School_B,4.384900890477585,87,27,5,0
School_B,2.403126443200412,4,34,5,1
School_B,2.4156549913272474,86,43,6,0
School_B,4.226369012753864,24,33,4,1
School_B,2.4817051761197595,15,49,4,1
School_B,3.7867106996735362,8,31,7,1
School_B,2.204768376975118,73,84,3,1
School_B,0.6165511828699772,8,42,2,1
School_B,2.8209370331236467,70,84,4,0
School_B,1.4319683327323114,76,48,2,1
School_B,0.2923491926526234,62,11,4,1
School_B,5.241937479057593,17,72,5,1
School_B,2.461063363455404,24,66,9,1
School_B,1.8368259141500887,99,65,8,1
School_B,0.9921398458283206,81,9,4,1
School_B,2.4236102756636946,50,19,5,0
School_B,5.386096614524343,2,48,9,0
School_B,2.546269966833762,92,15,4,1
School_B,2.726721203250431,77,15,3,1
School_B,2.320909178021048,11,15,6,1
School_B,2.571063839331871,86,47,6,1
School_B,2.9741861270793946,10,95,1,0
School_B,3.6940195998501055,29,68,8,1
School_B,5.031494033638377,29,13,7,1
School_B,2.726018920422826,33,83,4,0
School_B,2.3391330033405926,33,33,8,1
School_B,3.9989175931729366,76,24,5,1
School_B,5.143905900430951,35,93,3,1
School_B,3.9736800908366496,45,10,6,1
School_B,4.730197436466607,17,84,3,1
School_B,1.0322615936293942,59,72,7,1
School_B,2.857997007649531,5,16,1,1
School_B,1.165568294716043,89,84,5,1
School_B,1.5829885205154186,87,41,9,1
School_B,1.6249210128302545,17,46,2,1
School_B,2.513368778923641,40,87,4,0
School_B,0.9138113798570959,4,60,9,0
School_B,2.377078887133286,2,61,6,1
School_B,1.7623792753754408,44,99,4,1
School_B,6.742775138394679,68,44,9,0
School_B,4.051341201487302,29,49,7,0
School_B,1.2711902048997112,75,35,4,1
School_B,4.29481652713574,6,62,5,1
School_B,2.8671280854193664,5,19,6,1
School_B,2.687188839378728,63,84,7,0
School_B,2.889234884420412,99,66,1,1
School_B,5.9591234394715515,11,63,8,1
School_B,1.8075864199585017,37,71,7,1
School_B,1.304414984258781,29,79,5,1
School_B,2.379354808344875,60,13,2,1
School_B,1.594338167544027,75,2,4,0
School_B,1.7072269712203336,24,52,3,0
School_B,3.4636896715423044,40,81,2,1
School_B,3.7590339103455706,26,1,6,1
School_B,5.4269986585568875,79,60,5,1
School_B,5.007950518023213,46,98,9,0
School_B,4.267098046785804,21,27,1,1
School_B,3.7972984184303447,56,76,9,1
School_B,2.0534139210121243,11,68,3,0
School_B,4.273752572589496,4,2,9,1
School_B,3.4705198434059064,62,61,9,1
School_B,3.9102336570570135,21,98,6,1
School_B,5.778117759304811,73,69,5,0
School_B,-0.8776662896996656,88,27,5,1
School_B,5.626466829624725,37,39,4,0
School_B,1.7794003848067037,4,20,9,1
School_B,3.5303651107264296,95,94,1,0
School_B,4.791359353360717,16,98,5,0
School_B,1.436596370516065,85,78,4,1
School_B,2.1880919779582304,7,93,5,1
School_B,3.87778800015022,52,85,6,0
School_B,3.722412859799336,21,49,9,1
School_B,0.5388386498659461,26,18,3,0
School_B,2.7770577547933106,96,85,3,1
School_B,3.370794026872124,44,30,7,1
School_B,2.1729321629030585,84,90,8,1
School_B,3.830003359942464,36,90,6,1
School_B,1.584317987103677,85,33,1,0
School_B,4.391485947292651,11,30,6,1
School_B,4.3518466292915665,59,10,4,1
School_B,3.6487669287415754,18,73,4,1
School_B,2.3240876737787444,85,31,6,1
School_B,5.661715349694579,14,19,3,1
School_B,3.42868757453593,55,20,5,1
School_B,0.38744909153338014,4,11,6,1
School_B,1.160706769614516,20,51,2,1
School_B,2.941782552048335,0,35,9,0
School_B,2.835576007465565,23,50,6,1
School_B,0.4132474859014721,27,4,3,1
School_B,3.7460746296977527,13,96,3,1
School_B,3.205823698792978,81,50,9,1
School_B,0.3817275044728383,47,54,3,0
School_B,2.9570236159960257,0,21,8,1
School_B,1.7049642351414853,19,16,7,1
School_B,3.4465137156479884,92,81,5,1
School_B,2.8372599956509164,24,75,5,1
School_B,2.719557833255117,71,77,6,1
School_B,5.80237057187257,49,46,8,1
School_B,3.704440541186196,35,88,7,1
School_B,1.341002565703699,73,93,1,1
School_B,-0.3378647492797686,69,74,7,1
School_B,4.00874215010052,97,52,2,0
School_B,1.2266093794648154,3,48,2,1
School_B,1.8869938091549907,90,16,1,1
School_B,2.0799355124240893,91,43,2,1
School_B,2.9402656729098786,51,10,1,1
School_B,4.061650654043646,55,65,7,1
School_B,4.845188140031908,72,36,9,1
School_B,3.2896189532826625,21,16,9,0
School_B,0.9617289726175144,96,69,9,1
School_B,-0.1941009466874748,59,98,7,1
School_B,6.675950031825368,32,7,6,0
School_B,1.8222143432426305,4,93,3,0
School_B,3.676018364408872,21,11,7,1
School_B,4.0051176939206945,9,42,8,1
School_B,3.239704262971184,54,50,8,1
School_B,2.996221785872151,96,18,1,1
School_B,3.2473125813962547,90,33,6,0
School_B,4.00116800191778,98,87,2,1
School_B,3.788808162256566,7,88,7,1
School_B,2.8268485309020535,14,28,4,1
School_B,2.8843895071122865,53,67,3,0
School_B,2.283280113548012,58,58,8,1
School_B,4.85305183422826,41,59,8,1
School_B,4.954994075176392,4,41,9,1
School_B,3.6221594301452607,45,4,1,0
School_B,3.5049247061497715,0,77,4,0
School_B,1.7664565226483266,89,92,6,0
School_B,1.9554497875943568,17,19,4,0
School_B,4.605748358706748,41,67,9,0
School_B,2.2574566147695965,29,26,5,0
School_B,4.798323772185084,53,58,5,1
School_B,1.8542261923811338,33,82,6,0
School_B,1.9668314973575127,41,66,2,1
School_B,1.501870161415661,22,36,6,1
School_B,3.864488695823783,22,32,7,0
School_B,3.761185091597679,12,10,8,0
School_B,4.272689557584243,53,19,1,1
School_B,1.5148458971864813,75,30,1,0
School_B,3.9412130727970003,95,39,8,1
School_B,3.768515181240394,45,37,8,0
School_B,4.60136465451566,6,30,1,1
School_B,6.770837958832739,37,84,3,1
School_B,5.785870138095049,70,78,4,1
School_B,6.83870863122946,17,63,9,1
School_B,2.26494520335723,97,61,2,1
School_B,4.0625773894444155,6,7,1,1
School_B,1.1220275844888477,38,3,3,1
School_B,2.551467150861264,11,23,9,1
School_B,2.720867224656286,85,28,7,1
School_B,4.659510964800786,43,64,5,1
School_B,4.809448532458836,69,83,7,1
School_B,1.5651911110048082,51,26,7,1
School_B,0.6535217422629502,83,46,1,1
